tag	count	franchises
opal (pokemon)	126	pokemon, pokemon swsh
paper mario (character)	126	mario (series), paper mario
passenger (arknights)	126	arknights
piyomon	126	digimon
raiden mei (lightning empress)	126	honkai (series), honkai impact 3rd
raimon natsumi	126	inazuma eleven (series), inazuma eleven
reinhardt (fire emblem)	126	fire emblem, fire emblem: thracia 776
reno (biggest little cheerleader) (azur lane)	126	azur lane
saotome mary	126	kakegurui
serena (sygna suit) (pokemon)	126	pokemon, pokemon masters ex
shishiro botan (new year)	126	hololive
shroomish	126	pokemon
solosis	126	pokemon
sonia (zelda)	126	the legend of zelda, the legend of zelda: tears of the kingdom
sudowoodo	126	pokemon
sugamo mutsuki	126	sayonara wo oshiete
summoner (final fantasy)	126	final fantasy
tenko shibuki	126	stellive
terror (azur lane)	126	azur lane
tsukishima shijima	126	shimeji simulation
tsurugi minko	126	hanasaku iroha
wa2000 (ballroom interlude) (girls' frontline)	126	girls' frontline
avery (pokemon)	125	pokemon, pokemon swsh
ayase saki	125	gimai seikatsu
beam (chainsaw man)	125	chainsaw man
carmilla (swimsuit rider) (third ascension) (fate)	125	fate/grand order, fate (series)
cetoddle	125	pokemon, pokemon sv
cherino (hot spring) (blue archive)	125	blue archive
chigiri hyoma	125	blue lock
clare (claymore)	125	claymore (series)
cz75 (girls' frontline)	125	girls' frontline
dark matter (kirby)	125	kirby (series)
elizabeth bathory (halloween caster) (fate)	125	fate (series), fate/grand order
erina pendleton	125	jojo no kimyou na bouken, phantom blood
ezio auditore da firenze	125	assassin's creed (series)
falinks	125	pokemon
fortune (last origin)	125	last origin
frederica nikola tesla	125	honkai (series), honkai impact 3rd
garou (one-punch man)	125	one-punch man
girl (mokufuu)	125	original
ikezawa kazuma	125	summer wars
iris (asteroid ill)	125	original
jellicent	125	pokemon
kaalaa baunaa	125	reverse:1999
kaleina (ricegnat)	125	original
kamiyama shiki	125	summer pockets
kase tomoka	125	asagao to kase-san
kimura kaere	125	sayonara zetsubou sensei
koyoi (iroha (iroha matsurika))	125	original
kumai natsu	125	kumamiko
kuroe (madoka magica)	125	magia record: mahou shoujo madoka magica gaiden, mahou shoujo madoka magica
lich (granblue fantasy)	125	granblue fantasy
lord raptor	125	darkstalkers
mashu (control)	125	c (control)
mega lucario	125	pokemon
nana (kemono friends)	125	kemono friends
new jersey (midsummer leisure) (azur lane)	125	azur lane
night angel (last origin)	125	last origin
nihilister (nikke)	125	goddess of victory: nikke
nikaidou shinku	125	irotoridori no sekai
noivern	125	pokemon
nyx (fire emblem)	125	fire emblem, fire emblem fates
ooto ai	125	wonder egg priority
phoenix (tales)	125	tales of (series), tales of zestiria
pt imp group	125	kantai collection
qian renxue (douluo dalu)	125	douluo dalu
shikimori miyako	125	kawaii dake ja nai shikimori-san
star butterfly	125	star vs the forces of evil
suou amane	125	grisaia (series), grisaia no kajitsu
tabitha (dq5)	125	dragon quest, dragon quest v
takabushi kengo	125	tokyo afterschool summoners
tamade chiyu	125	bang dream!
tohsaka aoi	125	fate (series), fate/zero
tsukiumi	125	sekirei
warlock (granblue fantasy)	125	granblue fantasy
wu zetian (swimsuit caster) (fate)	125	fate/grand order, fate (series)
yuudachi (halloween mode) (kancolle)	125	kantai collection
aegir (iron blood's dragon maid) (azur lane)	124	azur lane
ak74m (girls' frontline)	124	girls' frontline
akino (princess connect!)	124	princess connect!
anubis (surio)	124	original
athena (granblue fantasy)	124	granblue fantasy
batou (gits)	124	ghost in the shell
bill cipher	124	gravity falls
cottonee	124	pokemon
ekans	124	pokemon
enforcer (arknights)	124	arknights
fairy (jintai)	124	jinrui wa suitai shimashita
firefly (jepella rebellion) (honkai: star rail)	124	honkai (series), honkai: star rail
fujimaru ritsuka (male) (true ether chaldea uniform)	124	fate/grand order, fate (series)
gabriel (granblue fantasy)	124	granblue fantasy
gastrodon	124	pokemon
gloria (summer 2021) (pokemon)	124	pokemon, pokemon masters ex
hanying (pgr)	124	punishing: gray raven
healslime	124	dragon quest
hook (honkai: star rail)	124	honkai: star rail, honkai (series)
horizon (apex legends)	124	apex legends
itoshiki rin	124	sayonara zetsubou sensei
jeanne d'arc (azur lane)	124	azur lane
koala (one piece)	124	one piece
laplace (kamitsubaki studio)	124	kamitsubaki studio
larvitar	124	pokemon
layer (mega man)	124	mega man (series), mega man x (series)
little sister (navigavi)	124	original
machop	124	pokemon
magia sulfur	124	mahou shoujo ni akogarete
moa (show by rock!!)	124	show by rock!!
mr. koiwai	124	yotsubato!
munakata hinano	124	original
nanashi (ganesagi)	124	original
naraka (nijisanji)	124	nijisanji
niimi kaoru	124	uchuu senkan yamato, uchuu senkan yamato 2199
ogre (dq10)	124	dragon quest, dragon quest x
pengy (granblue fantasy)	124	granblue fantasy
pooh	124	winnie the pooh
pyotr (madoka magica)	124	mahou shoujo madoka magica
raisa pottgen	124	world witches series, witches of africa
rosia (show by rock!!)	124	show by rock!!
royal fortune (azur lane)	124	azur lane
ruin guard (genshin impact)	124	genshin impact
seaplane tender princess	124	kantai collection
shangri-la (azur lane)	124	azur lane
shigure kira	124	honkai (series), honkai impact 3rd
shizuru (summer) (princess connect!)	124	princess connect!
silk (marvel)	124	marvel, spider-man (series)
sivir	124	league of legends
skiploom	124	pokemon
sophia esteed	124	star ocean, star ocean till the end of time
sunkern	124	pokemon
takanashi touka	124	chuunibyou demo koi ga shitai!
tama kai ni (kancolle)	124	kantai collection
tifa lockhart (lifeguard)	124	final fantasy, final fantasy vii, final fantasy vii ever crisis
toudou shion	124	pretty series, pripara
trieste (azur lane)	124	azur lane
trony (nikke)	124	goddess of victory: nikke
tsukino mito (3rd costume)	124	nijisanji
vigna (casual vacation) (arknights)	124	arknights
volley-bu-chan (tawawa)	124	getsuyoubi no tawawa
western parotia (kemono friends)	124	kemono friends
yorumi rena (7th costume)	124	nijisanji
yukizome chisa	124	danganronpa (series), danganronpa 3 (anime)
zone-tan	124	original
zz gundam	124	gundam, gundam zz
akechi kokoro	123	tantei opera milky holmes
arcana (reverse:1999)	123	reverse:1999
atlantic puffin (kemono friends)	123	kemono friends
bataan (azur lane)	123	azur lane
beagle (arknights)	123	arknights
ben tennyson	123	ben 10
bisharp	123	pokemon
cap'n cuttlefish	123	splatoon (series)
capybara (kemono friends)	123	kemono friends
catra	123	she-ra and the princesses of power
crow (gravity daze)	123	gravity daze
cure sky (dark)	123	hirogaru sky! precure, precure
deerling	123	pokemon
domon kasshu	123	g gundam, gundam
draculina (last origin)	123	last origin
elize lutus	123	tales of (series), tales of xillia
eriko (summer) (princess connect!)	123	princess connect!
fia the deathbed companion	123	elden ring
fidough	123	pokemon
finneon	123	pokemon
flamme (sousou no frieren)	123	sousou no frieren
futagawa fumi	123	assault lily
gaius julius caesar (fate)	123	fate (series), fate/grand order
gawr gura (new year)	123	hololive, hololive english
ichinose hajime	123	gatchaman crowds
ishikawa goemon xiii	123	lupin iii
isurugi futaba	123	shoujo kageki revue starlight
iwanaga kotoko	123	kyokou suiri
kajiki yumi	123	saki (manga)
kamiya kaoru	123	rurouni kenshin
kampfer (mobile suit)	123	gundam, gundam 0080
klin (girls' frontline)	123	girls' frontline
kobuchizawa shirase	123	sora yori mo tooi basho
kohinata aoi (dokidoki sister aoi-chan)	123	dokidoki sister aoi-chan
konoha (kagerou project)	123	kagerou project
kyurem	123	pokemon
lie ren	123	rwby
lucia: dawn (pgr)	123	punishing: gray raven
luo xiaohei (human)	123	luo xiaohei zhanji
maria campbell	123	otome game no hametsu flag shika nai akuyaku reijou ni tensei shite shimatta
marin (zelda)	123	the legend of zelda, the legend of zelda: link's awakening
marina (qipao) (blue archive)	123	blue archive
mohammed avdol	123	jojo no kimyou na bouken, stardust crusaders
nao (kuzuyu)	123	original
nerine	123	shuffle!
nidoran	123	pokemon
otonashi meru	123	sayonara zetsubou sensei
phantom (gavis bettel)	123	holostars, holostars english
rockrock (arknights)	123	arknights
sai (naruto)	123	naruto (series)
scopedog	123	soukou kihei votoms
sheffy (princess connect!)	123	princess connect!
shirogane noel (7th costume)	123	hololive
shylily (bikini)	123	indie virtual youtuber
steam delivery girl	123	steam (platform)
suzuna (princess connect!)	123	princess connect!
tamura yukari	123	
tanuki (kemono friends)	123	kemono friends
the dark urge (baldur's gate)	123	baldur's gate, baldur's gate 3, dungeons & dragons
toudou naoya	123	persona, persona 1
tsukuyo (gintama)	123	gintama
tsunomaki watame (loungewear)	123	hololive
ump9 (shiba investigator) (girls' frontline)	123	girls' frontline
ursula (fire emblem)	123	fire emblem, fire emblem: the blazing blade
uryuu ryuunosuke	123	fate (series), fate/zero
viego (league of legends)	123	league of legends
vittorio veneto (the flower of la spezia) (azur lane)	123	azur lane
wa2000 (op. manta ray) (girls' frontline)	123	girls' frontline
walter white	123	breaking bad
xerneas	123	pokemon
yamato (uchuu senkan yamato)	123	uchuu senkan yamato
yuubari kai ni (swimsuit mode) (kancolle)	123	kantai collection
adelbert steiner	122	final fantasy, final fantasy ix
allelujah haptism	122	gundam, gundam 00
alpha (kage no jitsuryokusha ni naritakute!)	122	kage no jitsuryokusha ni naritakute!
aoki ruri	122	ruri dragon
baiheng (honkai: star rail)	122	honkai: star rail, honkai (series)
bianca (pokemon heroes)	122	pokemon, pokemon (anime), pokemon (classic anime)
bubble head nurse	122	silent hill (series), silent hill 2
chii aruel	122	soulworker
chingling	122	pokemon
deathlock-san	122	original
doduo	122	pokemon
dragoon (selen tatsuki)	122	nijisanji, nijisanji en
elbing (azur lane)	122	azur lane
fallen of albaz	122	yu-gi-oh!
feower (granblue fantasy)	122	granblue fantasy
genny (fire emblem)	122	fire emblem, fire emblem echoes: shadows of valentia
giselle gewelle	122	bleach, bleach: sennen kessen-hen
hakubi washuu	122	tenchi muyou!
hi-nu gundam	122	gundam, char's counterattack, char's counterattack - beltorchika's children
hoshino yumemi	122	planetarian
ibuki (dress) (blue archive)	122	blue archive
ichijou hikaru	122	macross, choujikuu yousai macross
is (kamen rider 01)	122	kamen rider, kamen rider 01 (series)
izumi noa	122	kidou keisatsu patlabor
jelly hoshiumi	122	phase connect
kaitou kid	122	magic kaito
kitt (yu-gi-oh!)	122	yu-gi-oh!
koborii (amaburi)	122	amagi brilliant park
komori kinoko	122	boku no hero academia
kurosaki ruri	122	yu-gi-oh!, yu-gi-oh! arc-v
lal'c mellk mal	122	top wo nerae! (series), top wo nerae 2!
lilith (yamibou)	122	yami to boushi to hon no tabibito
lilithmon	122	digimon
lu xueqi (zhu xian)	122	zhu xian
luca (yu-gi-oh!)	122	yu-gi-oh!, yu-gi-oh! 5d's
makigumo kai ni (kancolle)	122	kantai collection
makura (granblue fantasy)	122	granblue fantasy
mars (pokemon)	122	pokemon, pokemon dppt
mature (kof)	122	the king of fighters
mysterious heroine x alter (third ascension) (fate)	122	fate/grand order, fate (series)
nameless bard (genshin impact)	122	genshin impact
observer alpha (azur lane)	122	azur lane
octillery	122	pokemon
rampart (apex legends)	122	apex legends
reindeer (kemono friends)	122	kemono friends
repulse (azur lane)	122	azur lane
rillaboom	122	pokemon
schwarz (skyline) (arknights)	122	arknights
sethos (genshin impact)	122	genshin impact
shiroko (reku)	122	original
shizune (naruto)	122	naruto (series)
siduri (fate)	122	fate/grand order, fate (series)
tartaglia (delusion) (genshin impact)	122	genshin impact
tonami yuma	122	to heart (series), to heart 2
urahara kisuke	122	bleach
v (devil may cry)	122	devil may cry (series), devil may cry 5
vivillon	122	pokemon
wurmple	122	pokemon
yachi hitoka	122	haikyuu!!
yamashiro (swimsuit mode) (kancolle)	122	kantai collection
yang nari	122	nijisanji, nijisanji kr
yashiro nene	122	jibaku shounen hanako-kun
yonah	122	nier (series), nier
yozora mel (1st costume)	122	hololive
aiba asagi	121	strike the blood
airi (ogami kazuki)	121	original
akira ferrari	121	aria (manga)
alyssa (specktech)	121	original
april o'neil	121	teenage mutant ninja turtles
argus (reverse:1999)	121	reverse:1999
aurora e. juutilainen	121	world witches series, strike witches: aurora no majo
berserker (granblue fantasy)	121	granblue fantasy
camerupt	121	pokemon
canyne	121	monster hunter (series), monster hunter rise
caper (arknights)	121	arknights
carmelina (granblue fantasy)	121	granblue fantasy
deidara (naruto)	121	naruto (series), naruto shippuuden
edgar roni figaro	121	final fantasy, final fantasy vi
eliza (tekken)	121	tekken
female fighter (morino donguri)	121	original
fujikura uruka	121	phase connect
golden delmo	121	agent aika, aika (series)
gulpin	121	pokemon
hakos baelz (casual)	121	hololive, hololive english
houlen yabusame	121	len'en
hyuuga hanabi	121	naruto (series)
i-504 (kancolle)	121	kantai collection
iihara nao	121	
irizaki mei	121	high school fleet
james moriarty (ruler) (fate)	121	fate/grand order, fate (series)
kamura (rain prophet)	121	original
kay faraday	121	ace attorney, ace attorney investigations
kitagou fumika	121	world witches series, strike witches zero
kokkoro (ceremonial) (princess connect!)	121	princess connect!
kusuriuri-san	121	boroboro no elf-san o shiawaseni suru kusuri uri-san
laffey (retrofit) (azur lane)	121	azur lane
li dailin	121	black survival
libeccio (swimsuit mode) (kancolle)	121	kantai collection
mae (fire emblem)	121	fire emblem, fire emblem echoes: shadows of valentia
march 7th (future market) (honkai: star rail)	121	honkai: star rail, honkai (series)
mare bello fiore	121	overlord (maruyama)
marie antoinette (swimsuit caster) (third ascension) (fate)	121	fate (series), fate/grand order
medusa (rider) (third ascension) (fate)	121	fate (series)
mikudayo	121	vocaloid
miria marigold mackenzie	121	jewelpet (series), jewelpet twinkle
monica von ochs	121	fire emblem, fire emblem: three houses, fire emblem warriors: three hopes
muji-muji daruma (genshin impact)	121	genshin impact
nadeko (cookie)	121	cookie (touhou), touhou
nahia (some1else45)	121	original
olga discordia	121	kuroinu ~kedakaki seijo wa hakudaku ni somaru~
powered buttercup	121	powerpuff girls z
raiden mei (danzai spectramancer)	121	honkai (series), honkai impact 3rd
red (sygna suit) (pokemon)	121	pokemon, pokemon masters ex
rin (yu-gi-oh!)	121	yu-gi-oh!, yu-gi-oh! arc-v
ryugasaki rene (1st costume)	121	nanashi inc., sugar lyric
saber lion	121	fate (series), fate/tiger colosseum
sakaki yumiko	121	grisaia (series), grisaia no kajitsu
saren (real) (princess connect!)	121	princess connect!
sewaddle	121	pokemon
tenochtitlan (swimsuit mooncancer) (first ascension) (fate)	121	fate/grand order, fate (series)
tokunaga (tales)	121	tales of (series), tales of the abyss
trish (devil may cry)	121	devil may cry (series)
usa mimi	121	kodomo no jikan
yaya (machine-doll)	121	machine-doll wa kizutsukanai
aerith gainsborough (pink mermaid)	120	final fantasy, final fantasy vii, final fantasy vii remake
agnes digital (lovely jiangshi) (umamusume)	120	umamusume
aizawa eiko	120	shinryaku! ikamusume
ak-12 (lucia) (girls' frontline)	120	girls' frontline
arahashi tabi	120	stellive
atem	120	yu-gi-oh!, yu-gi-oh! duel monsters
baphomet (grizz)	120	helltaker
baphomet (monster girl encyclopedia)	120	monster girl encyclopedia
carole peppers	120	honkai (series), honkai impact 3rd
cortana	120	halo (series)
cyllene (pokemon)	120	pokemon, pokemon legends: arceus
dobrynya nikitich (second ascension) (fate)	120	fate/grand order, fate (series)
dobrynya nikitich (swimsuit lancer) (fate)	120	fate/grand order, fate (series)
edan (sparrowl)	120	original
elsword (character)	120	elsword
engineer (tf2)	120	team fortress 2
fudou akira	120	devilman
fuyusaka iori	120	juusan kihei bouei ken
geoffroy's cat (kemono friends)	120	kemono friends
guilty (nikke)	120	goddess of victory: nikke
heero yuy	120	gundam, gundam wing
hilda (hilda)	120	hilda (series)
hojo sophy	120	pretty series, pripara
ikeda kana	120	saki (manga)
